FID,FID_,county,route_id,route_name,segment_id,segmt_name,steward_id,stew_unit,stew_type,segmt_type,route_type,foot,bicycle,horse,wheelchair,motor_vehi,etc_app,stew_name,length_f_1,length_m,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Length
72,0,Los Angeles,lat25,Abalone Cove Shoreline Park Trails,la139,Abalone Cove Shoreline Prk - Olmstead Trail,las12,City of Rancho Palos Verdes - MRCA,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Rancho Palos Verdes,2771,845,447a5d7f-d6d8-4706-839f-f0483adbfd66,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,844.627426175904
73,0,Los Angeles,lat25,Abalone Cove Shoreline Park Trails,la140,Abalone Cove Shoreline Prk - Point Loop Trail,las12,City of Rancho Palos Verdes - MRCA,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Rancho Palos Verdes,1807,551,e31664de-2f32-43b2-a68e-02091eb3d11f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,550.757060593816
74,0,Monterey, , , ,Lover's Point Beach,monts3,City of Pacific Grove,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,City of Pacific Grove,415,126,0bc232dc-2f94-440f-8eaa-7c7ed2b856bd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,126.369672955934
75,0,Monterey, , , ,to Lover's Point Beach,monts3,City of Pacific Grove,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Pacific Grove,126,38,cb6a2932-65eb-4e21-98c5-f776f5a6e866,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,38.497656996133
76,0,Del Norte,dnt20,Flint Ridge Trail,dn9,Flint Ridge Trail,dnS7,Redwood NPS and SP,NPS and SP,Primary CCT,Trail,yes,no,no,no,no,yes,Redwood National and State Parks,29752,9069,e61298dc-e53c-41b4-bea8-a3410f4dc7dc,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,9068.5438280161
77,0,Monterey, , , ,Pacific Grove Recreational Trail - along Ocean View Boulevard,monts3,City of Pacific Grove,City,Primary CCT - Needs Improvement,Road shoulder,yes,yes,no,no,yes,no,City of Pacific Grove,69,21,286574bf-5ce7-4534-b298-9d7368228282,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,20.9948046992521
78,0,Monterey, , , ,Private - Page and Miller,Private,Page and Miller,Private,Primary CCT,Trail,yes,no,no,no,no,no,Private,253,77,52a68fa8-2e69-468f-9a40-0d0e62f45e33,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,77.2626353320612
79,0,Monterey,montt07,Pacific Grove Recreational Trail,mont5,Pacific Grove Recreational Trail - along Sunset Drive,monts3,City of Pacific Grove,City,Primary CCT - Needs Improvement,Road shoulder,yes,yes,no,no,yes,yes,City of Pacific Grove,615,188,80ae1c0b-55b5-44e8-8b11-e5f25a92fad9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,187.564569708902
80,0,Del Norte,dnt21,Flint Ridge Trail to Carruthers Cove Trail,dn10,Coastal Drive (Del Norte),dnS2,Del Norte County,County,Primary CCT - Needs Improvement,Roadway,yes,yes,no,no,yes,yes,County of Del Norte,9177,2797,590fcba9-657c-4459-a0ac-fd39f5c0108b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2797.28931762616
81,0,Monterey,montt07,Pacific Grove Recreational Trail,mont3,Pacific Grove Recreational Trail - along Sunset Drive,monts3,City of Pacific Grove,City,Primary CCT - Needs Improvement,Road shoulder,yes,yes,no,no,yes,yes,City of Pacific Grove,997,304,1ed0d3db-67cd-4f36-b815-dfbc6e44b786,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,303.933479480052
82,0,Monterey,montt07,Pacific Grove Recreational Trail,mont2,Pacific Grove Recreational Trail,monts3,City of Pacific Grove,City,Primary CCT,Trail,yes,no,no,no,yes,yes,City of Pacific Grove,252,77,dc8fd5a4-2d62-487c-bf60-49f96348faa1,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,76.7130315240038
83,0,Monterey,montt12,Carmel Beach,mont126,stairway to Carmel Beach - near 10th Ave,monts2,City of Carmel-by-the-Sea,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Carmel,301,92,92dc38f4-c5f8-4652-892a-8349df766c75,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,91.6273253781194
84,0,Monterey,montt12,Carmel Beach,mont33,stairway to Carmel Beach - near 11th Ave,monts2,City of Carmel-by-the-Sea,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Carmel,229,70,fad964a6-a7d9-486b-accb-df3858156e96,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,69.6635372781211
85,0,Monterey,montt22,Andrew Molera State Park,mont209,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1536,468,6647d042-7a55-4378-9034-420c30df8427,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,468.32220999101
86,0,Monterey,montt22,Andrew Molera State Park,mont214,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,57,17,49478e27-a609-4aa6-b4a9-a4ab31191e93,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,17.3611865819364
87,0,Monterey,montt22,Andrew Molera State Park,mont162,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,2283,696,3b9855b3-bbad-47bc-9aad-f6e49df38811,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,695.804120928343
88,0,Monterey,montt22,Andrew Molera State Park,mont54,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,61,19,3c24ba8b-8427-4131-a6d3-b79512a55910,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,18.5992534953457
89,0,Monterey,montt22,Andrew Molera State Park,mont55,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1956,596,b1587f0c-1b4d-4794-a5dd-e61559becace,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,596.242953605159
90,0,Monterey,montt22,Andrew Molera State Park,mont56,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,53,16,c68b17a1-97ea-49ff-9030-2d23fb2b32c7,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,16.0099369393746
91,0,Monterey,montt22,Andrew Molera State Park,mont201,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1283,391,d8cce0e1-2cdc-4375-b134-996d0e5d9ddb,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,391.000751715605
92,0,Monterey,montt22,Andrew Molera State Park,mont202,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,149,45,5da4365d-037b-43dc-a411-8d9534bf05ae,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,45.3694789286592
93,0,Monterey,montt22,Andrew Molera State Park,mont424,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,3633,1107,68981dbe-ce15-4207-b5fd-497a50b4f220,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,1107.25366078847
94,0,Monterey,montt22,Andrew Molera State Park,mont425,Andrew Molera State Park - River Trail,ca2,Andrew Molera State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,55,17,511ef1f8-dd7b-4b8b-9c05-fdc4d0d6d8e9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,16.7010703995147
95,0,Monterey, , , ,Hatton Canyon Bikeway,ca2,State Parks,State Parks,Other Trail,Trail,yes,yes,no,no,no,no,California State Parks,1606,490,0f705981-b16c-4363-86e5-95c9345e7abf,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,489.506185665597
96,0,Monterey, , , ,Carmel River Bridge - undercrossing,monts1,Monterey County,County,Other Trail,Trail,yes,yes,no,no,no,no,County of Monterey,99,30,4e5ee79e-dffb-4d9b-80f8-dcc7949ca0d2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,30.1781135700779
97,0,Monterey, , , ,trail to Malpaso Beach from Yankee Point Drive,ca4,Public Easement,State,Beach or Shoreline Access CCT,Trail,yes,no,no,no,no,no,State Of California - undefined,696,212,be5c76d4-de72-404b-aae3-57cbc709c644,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,212.011374151206
98,0,Monterey, , , ,to Mal Paso Creek Beach,monts1,Monterey County,County,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,County of Monterey,272,83,9f914cdb-b72e-4eca-b9b2-8c5ca6cc27d9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,82.984588177262
99,0,Monterey, , , ,Mal Paso Creek Beach,monts1,Monterey County,County,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,County of Monterey,253,77,07051e20-c41d-475c-8d89-44e59f5c8929,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,77.1524265714323
100,0,Monterey,montt20,Garrapata State Park Trails,mont228,Doud Creek Trail,ca2,Garrapata State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,2916,889,909bb453-0406-4cb9-b2b4-a4f5f924ed62,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,888.910905252163
101,0,Monterey,montt14,Carmel River State Beach,mont146,to Carmel River State Beach,ca2,Carmel River State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,295,90,ed9eb62e-6d1b-4127-952e-9af55a3de398,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,89.9646281290104
102,0,Monterey,montt20,Garrapata State Park Trails,mont129,trails and stairs to Garapatta Beach,ca2,Garrapata State Park,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,555,169,c28b5f71-7b72-46fe-9aaa-fcef2315446f,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,169.174205388206
103,0,Monterey,montt20,Garrapata State Park Trails,mont227,Garapatta Beach,ca2,Garrapata State Park,State Parks,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,California State Parks,3136,956,0efc4cba-70cd-453c-ba22-7baaffb9f556,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,955.712277410776
104,0,Monterey, , , ,Monterey Harbor waterfront walk,monts4,City of Monterey,City,Primary CCT,waterfront walk,yes,no,no,no,no,no,City of Monterey,2004,611,16f2feef-c7a7-44bc-8e82-fb8c5840d249,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,610.768875184256
105,0,Monterey, , , ,Coast Guard Wharf,uscg,U.S. Coast Guard,Federal,Primary CCT,Trail,yes,yes,no,no,no,no,U.S. Coast Guard,2086,636,ea80e0c4-05b6-4b95-8aa3-84e62ec9994b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,635.898415844439
106,0,Monterey,montt75,San Carlos Beach,mont751,San Carlos Beach trail,monts4,City of Monterey,City,Primary CCT,Trail,yes,no,no,no,no,yes,City of Monterey,848,258,e83f8102-ef64-4dc1-aafe-174eac635952,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,258.393027972402
107,0,Monterey,montt75,San Carlos Beach,mont752,San Carlos Beach,monts4,City of Monterey,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,yes,City of Monterey,719,219,e49bb1bd-b0b5-4ddf-b566-139de2f11844,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,219.292872819208
108,0,Monterey,montt75,San Carlos Beach,mont753,Stairs to San Carlos Beach,monts4,City of Monterey,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Monterey,94,29,aaa9820f-02b4-46fb-970e-a8a0e19b5e87,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,28.6537435350138
109,0,Monterey,montt75,San Carlos Beach,mont754,Stairs to San Carlos Beach,monts4,City of Monterey,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,City of Monterey,96,29,17c2fbdb-80ac-41ed-b65c-d6fa06647f10,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,29.1845419002585
110,0,Monterey, , , ,McAbee Beach,monts4,City of Monterey,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,City of Monterey,552,168,72d3fce0-09f4-4dea-a9c3-75a28cd06309,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,168.324351909001
111,0,Monterey, , , ,Lover's Point Beach,monts3,City of Pacific Grove,City,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,City of Pacific Grove,296,90,59d63809-9302-4b8c-a29f-db523656caa0,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,90.3408467921347
112,0,Monterey, , , ,to Lover's Point Beach,monts3,City of Pacific Grove,City,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,City of Pacific Grove,85,26,1a7c2d80-d731-49ed-9437-77fcd3892388,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,25.8853254910385
113,0,Monterey, , , ,Sloat Beach,monts5,Pebble Beach Company,Private,Beach or Shoreline Route CCT,Beach,yes,no,no,no,no,no,Pebble Beach Company,700,213,2016d50b-d0ab-4bf9-9cd6-72931f242652,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,213.316262058325
114,0,Monterey, , , ,to Sloat Beach,monts5,Pebble Beach Company,Private,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,Pebble Beach Company,163,50,3e2a2011-d241-4f35-b917-a84b0d5cd724,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,49.6138830430534
115,0,Monterey, , , ,to Spanish Bay,monts5,Pebble Beach Company,Private,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,Pebble Beach Company,143,44,c50fbdc9-c209-41c9-b76b-da80a912e041,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,43.7351059008205
116,0,Monterey,montt08,Asilomar Coastal Trail,mont86,Asilomar Coast Trail - Boardwalk,ca2,Asilomar State Beach,State Parks,Primary CCT - Needs Improvement,Boardwalk,yes,no,no,yes,no,yes,California State Parks,676,206,8bdf0d65-1b39-4d66-a884-8859ac991b49,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,205.947514209686
117,0,Monterey,montt8, , ,Asilomar Coast Trail - along Sunset Drive,ca2,Asilomar State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,1117,340,33d262e4-3fbe-452a-ad9e-c30d397d4e9b,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,340.452140147145
118,0,Monterey, , , ,Asilomar Coast Trail - along Sunset Drive,ca2,Asilomar State Beach,State Parks,Primary CCT - Needs Improvement,Trail,yes,no,no,no,no,no,California State Parks,769,234,a25bf0e6-21ee-4c6b-bd7c-4438f7af82d6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,234.395890978564
119,0,Monterey, , , ,Sandholdt Road at Monterey Bay Aquarium Research Institute (MBARI),monts1,Monterey County,County,Secondary CCT,Sidewalk,yes,yes,no,no,yes,no,County of Monterey,1173,358,89126d56-9899-4f9b-99ae-3eb14014c03e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,357.571377286247
120,0,Monterey,montt05,Beach Range Road,mont51,Beach Range Road bicycle trail,ca2,Fort Ord Dunes State Park,State Parks,Primary CCT,Trail,yes,yes,no,no,no,yes,California State Parks,26488,8074,357b002f-273d-489c-8692-fd5deb2b32e9,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,8073.55949342478
121,0,Monterey,montt07,Pacific Grove Recreational Trail,mont79,Pacific Grove Recreational Trail,monts3,City of Pacific Grove,City,Primary CCT,Trail,yes,yes,no,no,no,yes,City of Pacific Grove,287,87,c1627d78-bea7-41ab-b05c-6d622f6eada7,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,87.4493407546724
122,0,Monterey,montt07,Pacific Grove Recreational Trail,mont76,Pacific Grove Recreational Trail,monts3,City of Pacific Grove,City,Primary CCT,Trail,yes,no,no,no,no,yes,City of Pacific Grove,262,80,c61e69e4-a9f4-4c89-a3a9-da064513a8d3,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,79.950247369098
123,0,Monterey,montt20,Garrapata State Park Trails,mont44,Garrapata State Park trails,ca2,Garrapata State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,493,150,0c5051f5-0896-4255-b215-fbd11af3a15c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,150.32521052405
124,0,Monterey,montt20,Garrapata State Park Trails,mont43,Garrapata State Park trails,ca2,Garrapata State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,490,149,d283178b-2d94-4e68-8f8a-8682358b36dd,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,149.441402550147
125,0,Monterey,montt20,Garrapata State Park Trails,mont226,Garrapata State Park trails,ca2,Garrapata State Park,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,823,251,1a4793ac-f8db-49fe-ba32-df408ac001ed,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,250.917061215489
126,0,Monterey,montt26,Los Padres National Forest Trails,mont262,Pacific Valley trails,usfs1,Los Padres National Forest,US Forest Service,Other Trail,Trail,yes,no,no,no,no,yes,U.S. Forest Service,1674,510,91c41b51-e8fb-4938-97d1-6e944bbac180,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,510.25243746584
127,0,Monterey, ,Los Padres National Forest Trails, ,Pacific Valley trails,usfs1,Los Padres National Forest,US Forest Service,Other Trail,Trail,yes,no,no,no,no,no,U.S. Forest Service,157,48,60be3ab0-be5c-457f-8202-4181c5d72f8e,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,47.9249182547461
128,0,Monterey,montt44,Sand Dollar Beach,mont443,Pacific Valley trails - to Plaskett Point,usfs1,Los Padres National Forest,US Forest Service,Other Trail,Trail,yes,no,no,no,no,yes,U.S. Forest Service,2101,640,f8e32b3a-a35f-4e52-99cf-367c7791776c,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,640.33117519067
129,0,Monterey,montt44,Sand Dollar Beach,mont445,Pacific Valley trails - to Jade Cove,usfs1,Los Padres National Forest,US Forest Service,Other Trail,Trail,yes,no,no,no,no,yes,U.S. Forest Service,1109,338,454aec13-1558-4bea-822d-1b610e0bafd2,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,337.887127454189
130,0,Monterey,montt14,Carmel River State Beach,mont144,Carmel River State Beach trails,ca2,Carmel River State Beach,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1128,344,b4881b16-2b8b-44cf-92d4-e61140218714,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,343.910196616363
131,0,Monterey,montt14,Carmel River State Beach,mont143,Carmel River State Beach trails,ca2,Carmel River State Beach,State Parks,Other Trail,Trail,yes,no,no,no,no,yes,California State Parks,1271,387,4067ea5f-dd55-4d7d-b044-c9c957ebaa59,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,387.487023585787
132,0,Monterey, , , ,17-Mile Drive - Fan Shell Beach to Cypress Point,monts5,Pebble Beach Company,Private,Primary CCT - Needs Improvement,Road shoulder,yes,yes,no,no,yes,no,Pebble Beach Company,774,236,230f5aa8-061d-4448-90bf-007fe5ca8d7a,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,235.866977605278
133,0,Monterey, , , ,Highway 1 Bridge over Elkhorn Slough,ca3,Caltrans,State,Primary CCT,Highway,yes,yes,no,no,yes,no,Caltrans,806,246,dda83c2f-e757-4a06-a0b0-decd000888c6,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,245.639318508571
134,0,Monterey, , , ,Salinas River State Beach trails,ca2,Salinas River State Beach,State Parks,Primary CCT,Trail,yes,no,no,no,no,no,California State Parks,898,274,794e01c1-6817-429b-830b-fc8f43672ac5,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,273.76719628087
135,0,Monterey, , , ,to Salinas River State Beach,ca2,Salinas River State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,no,California State Parks,65,20,229f0fb4-acc6-4f92-9dec-4085d1cfddc7,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,19.8254522584018
136,0,Monterey,montt04,Monterey Road to Sand City,mont627,to Salinas River State Beach,ca2,Salinas River State Beach,State Parks,Beach or Shoreline Access CCT,beach access,yes,no,no,no,no,yes,California State Parks,78,24,6ce47365-7137-40aa-9b00-e755298244da,2021/01/04 00:00:00+00,eessoudry_coastalcomm,2021/01/04 00:00:00+00,eessoudry_coastalcomm,23.7429302044697
